candidate_ref,name,email,phone,current_company,title
C:\Workspace\java\scrape_indeed\net_admin_part_1\1778.html#15646,Timothy Li,,797-286-0162,"Romero, Garcia and Wong",Systems and Network Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\236.html#22295,Makayla Underwood,michelle01@example.org,975.435.8210,"Rice, Camacho and Wallace",Software Developer
C:\Workspace\java\scrape_indeed\fed_part_1\1655.html#3826,Kaitlyn Chan,espinozataylor@example.com,460-588-1972,"Larson, Chang and Schultz",Front End Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1812.html#18681,John Hampton,toddmonroe@example.org,968.210.2480x855,Onset,Sr. Python Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1522.html#15363,Jeremy Fleming,kimhannah@example.org,001-452-815-0164,Smith Inc,Systems Engineer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\532.html#23349,Tina Banks,,001-519-283-9248x481,Richardson Inc,Software Developer/Small Business Consultant
C:\Workspace\java\scrape_indeed\it_pm_part_1\3064.html#8486,Nathan Gallagher,zwolfe@example.net,239.753.4811,Wilkins LLC,IT Project Manager
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1732.html#25703,Jennifer Mack,tracywilkins@example.net,(715)373-8551x28177,Csat,Computer Repair Technician
C:\Workspace\java\scrape_indeed\it_sa_part_1\873.html#12187,Kevin Hubbard,vhunter@example.com,626-809-7236x024,TechGuard,Cyber Security Consultant
C:\Workspace\java\scrape_indeed\fed_part_1\448.html#5579,Sarah Wood,roberto77@example.org,9513710730,Cruz-Baker,Front- end Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\405.html#20124,Kim Davidson,timothysharp@example.org,675-343-8027,Gordon-Nguyen,Python Developer at Verizon
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\446.html#20169,Christopher Williams,martintownsend@example.com,+1-486-227-2884x07664,Delgado-Bennett,Python developer / C developer / Software engineer / QA
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1064.html#24961,John Jones,sherryclark@example.net,(276)825-9238x6879,"Benson, Salinas and Holmes",Systems Analyst
C:\Workspace\java\scrape_indeed\sys_admin_part_1\178.html#23976,Wendy Garza,gregorybenson@example.com,001-734-905-0892x73961,Moore-Jefferson,Systems Administrator
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2133.html#26149,Bridget White,,732.902.2271x117,U.S.,Data Systems Administrator
C:\Workspace\java\scrape_indeed\sys_admin_part_3\443.html#27946,Bryan Vasquez,xmartin@example.com,(598)251-4486,Laboratory,Sr. Network Technician
C:\Workspace\java\scrape_indeed\fed_part_1\328.html#5446,Todd Houston,clarkmelissa@example.org,(402)869-8014,Simpson-Jones,Front- end Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\1903.html#10289,Alexander Jones,wstephenson@example.org,616.537.0500,WEXNER,Senior Data Security Engineer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2258.html#19176,Jason Ellis,sabrina69@example.org,272-594-7638,Dow,Senior Python Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1765.html#852,Christopher Bailey,daniel93@example.net,+1-832-572-7281x291,Proactive,"Database Administrator, Engineering Department"
C:\Workspace\java\scrape_indeed\it_sa_part_1\1930.html#10319,Kristen Torres,,+1-795-807-0886x4067,Jackson PLC,IT Security Analyst/A&A Specialist
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2172.html#19081,Miguel Garcia,,(443)490-4489x093,Krueger-Wright,iOS Developer - Freelance
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2599.html#22560,Tyler Sanchez,williamslisa@example.net,650-519-3545x03698,"Lee, Parsons and Lee",Software Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\970.html#31121,Samuel Long,brittanyanderson@example.net,3594831244,"Brown, Deleon and Potter",Web Application Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\1065.html#12401,Terry Carr,stephaniewilson@example.org,863.417.7495x4210,Commerce,Java/J2EE Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\1699.html#13104,Sharon Davidson,rachelpeterson@example.org,001-722-567-1317,BOSE,AEM Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\998.html#23865,Fernando Contreras,gking@example.org,001-609-761-7300x992,Center for,Senior Software Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1350.html#6582,Debra Lee,brownhayley@example.com,(205)914-3219x143,Lowery-Murray,Operating Officer (COO)
C:\Workspace\java\scrape_indeed\dba_part_1\474.html#2514,John Dickson,heather42@example.org,488-234-5819,Ingram-Webb,Oracle and SQL Database Administrator
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\270.html#19667,Johnathan Reyes,,001-498-765-1590,Moran-Wade,Python Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\3041.html#23053,Denise Stephenson,,282.656.7262,Olson-Barrett,Software Tester
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1039.html#20828,Marcia Flores,,+1-722-825-0182,JEI,Office Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\267.html#8047,Juan Lopez,nicole01@example.org,(234)214-9929,DecisivEdge,IT Project Manager
C:\Workspace\java\scrape_indeed\fed_part_1\1241.html#3367,Mary Foster,awilliams@example.com,3459095632,Holland-Smith,UI Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\464.html#23273,Benjamin Mclaughlin,,+1-592-822-4711,Veejay,Integration Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1952.html#25947,Melissa Barnes,huynhdouglas@example.com,+1-505-764-6160x76264,"LMI Aerospace,",Senior Systems Administrator (team leader)
C:\Workspace\java\scrape_indeed\it_sa_part_1\1622.html#9977,Jeffery Thomas,emilyharris@example.org,(610)694-4164x23165,Sexton and Sons,IT Security Technology Analyst
C:\Workspace\java\scrape_indeed\soft_dav_part_1\285.html#22839,Joshua Smith,hufftroy@example.net,001-532-942-0248,Adams-Adams,SQL/ SSIS/ SSRS/ ETL Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2950.html#19945,Carol Adams,ynorman@example.org,469.847.9025x48536,"Smith, Bernard and Larson",Python Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\668.html#27196,Shannon Garrett,timothy42@example.org,(643)859-9009x3781,Torres Ltd,Sr. Systems Administrator
C:\Workspace\java\scrape_indeed\fed_part_1\1853.html#4046,Nancy Carter,hwagner@example.com,837-906-6187x564,Shelton Group,FRONT- END DEVELOPER (FREELANCE)
C:\Workspace\java\scrape_indeed\sys_admin_part_2\375.html#26871,Jennifer Middleton,richardsonkenneth@example.net,985-989-9002,"Jackson, Cameron and Smith",Systems Administrator
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1878.html#18753,Kristina Smith,,5505337469,Express,Sr. Python Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2317.html#26353,John Alexander,andrewsullivan@example.net,682-322-6679,"Smith, Hunt and Romero",Applications Analyst Senior
C:\Workspace\java\scrape_indeed\dba_part_1\222.html#1358,Erin Shaw,erica06@example.com,001-739-263-4289x87605,"Walsh, Duncan and Taylor",Oracle Database Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\844.html#17605,Pamela Hicks,chambersashley@example.net,(971)382-6533,Mclaughlin-Weeks,Teacher
C:\Workspace\java\scrape_indeed\java_dev_part_0\431.html#14151,Samantha Parker,george94@example.org,2393831354,BNSF,Java Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1855.html#7142::dup,samantha bentley,,+1-459-231-7461,Torres Group,IT Project Manager
C:\Workspace\java\scrape_indeed\sys_admin_part_2\729.html#27264::dup,jennifer collins,jeffrey21@example.net,+1-418-483-5523x1243,"Jones, Bean and Burton",CSR
C:\Workspace\java\scrape_indeed\net_admin_part_1\1357.html#15179::dup,Miguel Wagner Jr,,789.325.5466x59051,Ponce-Hale,Senior Network Administrator - Marine Simulator
C:\Workspace\java\scrape_indeed\net_admin_part_1\949.html#17721::dup,K. Hurley,angelica52@example.net,001-981-568-5054x235,SOHONET,NETWORK ENGINEER
C:\Workspace\java\scrape_indeed\web_dev_part_1\1317.html#28366::dup,L. Allen,qlopez@example.org,651.288.8880x67065,Liberty,AEM Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2218.html#19132::dup,katherine martinez,hayesrachel@example.com,455-718-8442,Liberty,Sr. Python Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1971.html#25968::dup,David Aguilar II,williamstroy@example.net,+1-274-580-1624x56506,FujiFilm,Systems Engineer -Third Party Integrations
C:\Workspace\java\scrape_indeed\it_pm_part_1\2372.html#7717::dup,Ryan Luna II,aprilhoffman@example.net,586.552.7858x5497,Grant-Walker,Senior Project Manager (Contractor)
C:\Workspace\java\scrape_indeed\net_admin_part_1\1179.html#14981::dup,NICOLE THOMPSON,gwilcox@example.com,661-822-7530,GE,Network Engineer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1299.html#21116::dup,P. Finley,,+1-753-501-7426x8414,Paychex,Software Development Engineer
C:\Workspace\java\scrape_indeed\net_admin_part_1\886.html#17651::dup,david jones,eric26@example.com,(811)904-7541x212,"Peters, Russell and Johnson",Network Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\1732.html#28827::dup,"Norris, Oscar",imartin@example.org,709.658.4982,CDW,ServiceNow Developer/Admin
C:\Workspace\java\scrape_indeed\dba_part_1\1954.html#1062::dup,J. Robinson,taylordavid@example.net,(656)252-3413x8999,Target,Sr. Database Administrator
C:\Workspace\java\scrape_indeed\sys_admin_part_1\965.html#24850::dup,"Castillo, Lori",johnsongeorge@example.com,871-446-7741,RDE,Systems Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\1973.html#7273::dup,seth fisher,nathan94@example.com,370-899-9173,"Evans, Brown and Dickerson",Installer/Configuration/Training Specialist
C:\Workspace\java\scrape_indeed\it_pm_part_1\2922.html#8328::dup,david jones,rhondarussell@example.com,+1-366-750-6180x9190,Omnimax,ERP Manager
C:\Workspace\java\scrape_indeed\sys_admin_part_1\288.html#24098::dup,"Smith, Emily",,+1-942-884-3479x552,Barnes LLC,Systems Administrator
C:\Workspace\java\scrape_indeed\fed_part_1\1536.html#3694::dup,S. Parks,jallen@example.com,495-878-2329x8324,Douglas PLC,CRO Engineer
C:\Workspace\java\scrape_indeed\it_sa_part_1\18.html#10173::dup,JULIA HENDERSON,vaughnrebecca@example.com,+1-271-481-2982x6657,Time,IT Security Analyst I
C:\Workspace\java\scrape_indeed\sys_admin_part_1\579.html#24421::dup,ROY NIELSEN,zhendricks@example.org,+1-727-227-8576x0849,Ray LLC,Systems Administrator
C:\Workspace\java\scrape_indeed\fed_part_1\1992.html#4200::dup,R. Robles,angela14@example.net,769.563.9382x761,"Garza, Mueller and Graham",Freelance Web Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1830.html#15705::dup,M. Stewart,samantha65@example.org,001-209-286-2405,"Therapy Support,",IT Manager
C:\Workspace\java\scrape_indeed\fed_part_1\369.html#5491::dup,"Bridges, Justin",mary24@example.net,(320)410-2762,"Shaffer, Dalton and English",Front End Developer
C:\Workspace\java\scrape_indeed\fed_part_1\1852.html#4045::dup,"Hamilton, Danielle",patriciavargas@example.org,001-806-900-7806,Lucent,Sr. Front End Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2702.html#11177::dup,BARBARA MCKINNEY,shannon51@example.org,911.462.4112x412,Top,Information Technology Security Analyst
C:\Workspace\java\scrape_indeed\dba_part_1\1626.html#698::dup,Kelly Burton II,robert82@example.com,(767)704-3103x856,Watkins-Terry,Tax Preparer
C:\Workspace\java\scrape_indeed\dba_part_1\1211.html#238::dup,jennifer houston,thomaskevin@example.net,519-461-0646x28792,Nisum,Lead IT Security Compliance Analyst
C:\Workspace\java\scrape_indeed\it_pm_part_1\2257.html#7589::dup,T. Mendoza,hannah27@example.net,352.840.1322x34232,Merck &,Senior IT Project Manager
C:\Workspace\java\scrape_indeed\sys_admin_part_2\744.html#27281::dup,J. Thomas,edwardstiffany@example.com,956-444-9485x625,Gateway,Linux systems administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2043.html#21944::dup,T. Mckee,michaeldavis@example.com,437.876.7499x61659,Ooma,Principal Software Engineer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2307.html#29466::dup,M. Barajas,adennis@example.org,(582)977-2881,Johnson-Moore,Wordpress Development and Maintenance
C:\Workspace\java\scrape_indeed\fed_part_1\146.html#3609::dup,"Wilson, Tammy",xrodriguez@example.net,408-821-5454x4702,Zuniga LLC,Front End Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2840.html#8237::dup,CINDY FUENTES,jsmith@example.com,806-979-4975,"Bass, Anderson and Taylor",Project Manager - Software Development
C:\Workspace\java\scrape_indeed\fed_part_1\2417.html#4673::dup,J. Russell,robinsmith@example.net,001-313-582-4967,Brooks and Sons,REMOTE FRONT END WEB DEVELOPER
C:\Workspace\java\scrape_indeed\it_pm_part_1\2875.html#8275::dup,Rhonda Walker,ccoffey@example.com,593.403.6149x8728,Walgreens,IT Associate Manager
C:\Workspace\java\scrape_indeed\web_dev_part_1\1910.html#29025::dup,"Wolfe, Randy",samuelfarrell@example.org,(829)624-0755x366,Matthews-Bradley,PHP Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2405.html#26451::dup,Brittany Wright II,alexanderwise@example.net,001-866-691-8362x644,"Jenkins, Walter and Luna",Engineer
C:\Workspace\java\scrape_indeed\java_dev_part_0\272.html#13974::dup,Austin Johnson Jr,timothychambers@example.org,2048090138,Citi,Java Backend Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\213.html#22040::dup,PATRICK PINEDA,berrydavid@example.com,(590)340-9836x6552,CBS,Software Developer
C:\Workspace\java\scrape_indeed\fed_part_1\2849.html#5152::dup,"Brown, Carol",terri20@example.org,459.862.6301x36749,"Esparza, Lambert and Davis",Sr. Front End UI Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2313.html#29473::dup,tamara huang,gregorymoreno@example.net,(962)749-4514,TrapNerd,Web Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\857.html#20625::dup,James Freeman,jason98@example.net,847-528-1235x67983,Bank of,Sr. Python Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2863.html#30083::dup,T. Murray,nicholasliu@example.com,828-975-8575,Ali-Murray,Illustrator
C:\Workspace\java\scrape_indeed\fed_part_1\1394.html#3536::dup,"Jones, Melanie",jliu@example.org,495-256-5749x02504,Lynch LLC,UI/ UX Product Designer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1715.html#6987::dup,Johnny Williams,ymitchell@example.com,001-422-303-6849x95154,Hill-Gonzales,IT Project Manager
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1256.html#21069::dup,WILLIE SMITH,jamesdavis@example.com,610-697-9215x83503,Silva-Torres,Technology Consultant
C:\Workspace\java\scrape_indeed\it_pm_part_1\884.html#9156::dup,S. Barnett,aclark@example.org,319.222.2705,Met,IT Project Manager - Contract
C:\Workspace\java\scrape_indeed\dba_part_1\2309.html#1457::dup,Robert Coleman Jr,gmurphy@example.org,786.366.7548,"Wilkinson, Moses and Dougherty",Founder/Owner
C:\Workspace\java\scrape_indeed\dba_part_1\1102.html#117::dup,Michelle Larsen,yhenry@example.com,+1-518-865-2057x56398,White-Adkins,Creator/Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2569.html#11028::dup,J. Fox,willismark@example.com,280-294-0476x044,"Pennington, Osborn and Chen",Adjunct Faculty
C:\Workspace\java\scrape_indeed\fed_part_1\2140.html#4366::dup,"Powers, Faith",,(480)966-0138x241,Hill and Sons,Front End Developer
C:\Workspace\java\scrape_indeed\dba_part_1\2070.html#1192::dup,MICHAEL WALKER,jessica97@example.net,(995)986-7805x55572,Fontanelle,Senior Database Architect and Senior Database Administrator
C:\Workspace\java\scrape_indeed\it_sa_part_1\883.html#12198::dup,william hawkins,yfritz@example.net,(669)411-6331,Wang Ltd,Independent IT Security Engineer
C:\Workspace\java\scrape_indeed\it_sa_part_1\424.html#11689::dup,NANCY SANTOS,,460.669.4096x00356,INSIGHT,IDENTITY & ACCESS MANAGEMENT ANALYST
C:\Workspace\java\scrape_indeed\web_dev_part_1\2722.html#29927::dup,"Bautista, Heather",hamiltonmelanie@example.com,516.470.4502,"Smith, Stone and Taylor",Freelance Writer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\489.html#26997::dup,"Pugh, Jennifer",,758.592.9880,"Valentine, Schmidt and Brooks",Systems Administrator
C:\Workspace\java\scrape_indeed\dba_part_1\1738.html#822::dup,MISS LINDA COX DVM,bcopeland@example.com,7143448564,Network,IT Specialist (Customer Support)
C:\Workspace\java\scrape_indeed\it_sa_part_1\2529.html#10984::dup,"Beltran, Hailey",joshuabowers@example.com,742.738.8565x271,Multiple,Senior CNC Consultant and Architect
C:\Workspace\java\scrape_indeed\web_dev_part_1\2385.html#29552::dup,D. Garcia,jenniferrobbins@example.net,+1-937-849-0797,Benton and Sons,Web Programmer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2411.html#10854::dup,R. Phillips,shunter@example.org,(245)838-0442x10175,Craig Ltd,Lead Information Security Analyst
C:\Workspace\java\scrape_indeed\web_dev_part_1\1757.html#28854::dup,"Hodges, Louis",mario90@example.net,4275112218,Blue cross blue shield,ReactJS Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\1358.html#12726::dup,Jennifer Goodwin II,harrellkimberly@example.org,856.479.3279,State,Sr. Java developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\462.html#17181::dup,J. Gilbert,wjohnson@example.com,876.985.5078,"Harris, Thomas and Jones",Network Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2930.html#22929::dup,"Gilbert, Caitlin",wrightalicia@example.com,324.526.4236x428,Oliver PLC,Principle Software Engineer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\876.html#24751::dup,B. Frederick,kristinnguyen@example.org,001-548-708-8062x20722,"Logan, Ford and Gibson",Systems Administrator
C:\Workspace\java\scrape_indeed\java_dev_part_0\517.html#14246::dup,Brianna Dawson MD II,hickscrystal@example.com,6767597595,Solis PLC,Java/Application Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1298.html#18109::dup,"Wood, Daniel",scottsamantha@example.com,349-373-1539,TD,Python Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1702.html#6973::dup,S. Wilson,rachelhall@example.net,+1-418-576-9208,Allen Inc,Telecommunications Team Lead | E-Commerce Support Lead Tech
C:\Workspace\java\scrape_indeed\soft_dav_part_1\204.html#21940::dup,Scott Durham,ricklewis@example.net,(391)601-5709x085,Silverchair,Software Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1727.html#810::dup,MICHELLE ALVARADO,isimpson@example.com,(582)999-6872x2589,Great,Lead Snr. DBA
C:\Workspace\java\scrape_indeed\sys_admin_part_2\626.html#27150::dup,"Williams, Richard",mortonkenneth@example.net,869.687.3137x9716,Jenkins Group,Systems Administrator
C:\Workspace\java\scrape_indeed\it_sa_part_1\2088.html#10494::dup,A. Frederick,,(824)427-6774,Baptist,IT Service Center Analyst
C:\Workspace\java\scrape_indeed\java_dev_part_0\382.html#14096::dup,D. Cole,jonhall@example.org,001-498-564-2423x8397,Bradley Inc,Java Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\822.html#9088::dup,james johnson,kstuart@example.net,8069968018,Baker-Osborne,IT Specialist - Project Manager Senior
C:\Workspace\java\scrape_indeed\fed_part_1\2790.html#5087::dup,G. Allen,jenniferrivers@example.com,525.305.8333x430,Mccarthy LLC,Full Stack Developer - Front End and Back End developer
C:\Workspace\java\scrape_indeed\dba_part_1\291.html#2124::dup,C. Chavez,derrick59@example.org,826-314-0489x332,Frank-Mercado,Oracle Database Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\2906.html#30131::dup,"Ford, Joseph",ronaldyoung@example.org,594-689-8959x65466,"Duffy, Green and Lane",Baker
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1264.html#25183::dup,nicole blake,jamesmeyer@example.org,+1-230-520-2569x133,Robinson LLC,Client Systems Technician/ Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\934.html#31081::dup,Stephanie Brown Jr,prestonbarrett@example.org,573-727-7264,Invesco,Senior UI Developer
C:\Workspace\java\scrape_indeed\dba_part_1\710.html#2777::dup,"Vargas, Taylor",echapman@example.com,836.629.9946,"Smith, Bullock and Wall",Database Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1555.html#21401::dup,GINA DAVIS,fernandezrobert@example.net,742-946-4884x9979,Hoffman LLC,Senior Web Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1423.html#15253::dup,"Singleton, Laura",,928-266-9335x15880,"Flores, Martinez and Foster",Production Supervisor
C:\Workspace\java\scrape_indeed\net_admin_part_1\1217.html#15024::dup,"Riley, Joseph",laura09@example.com,001-406-476-4909,SYNERGY,Network Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\1395.html#28452::dup,C. Wells,amywest@example.net,(802)400-9536,Duncan and Sons,Service-Now Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\313.html#11566::dup,"Dunn, Alex",swright@example.net,001-367-339-1900x889,Symantec,Principal IT Support Specialist
C:\Workspace\java\scrape_indeed\it_pm_part_1\1382.html#6617::dup,C. Stewart,bradydavid@example.com,+1-326-970-8666x56224,Phelps-Ramos,Project Management Coordinator & IT Support
C:\Workspace\java\scrape_indeed\web_dev_part_1\1623.html#28706::dup,D. Hanson,fmcdonald@example.net,(690)935-0061,Demandware script and,UI/Demand ware Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1606.html#676::dup,VALERIE MARTINEZ MD,lisa40@example.com,001-466-782-1215x6495,Andrews-Jackson,SQL 2008 MS Access Data and Reporting Analyst / Database Programmer DBA
C:\Workspace\java\scrape_indeed\fed_part_1\448.html#5579::dup,S. Wood,roberto77@example.org,9513710730,Cruz-Baker,Front- end Developer
C:\Workspace\java\scrape_indeed\fed_part_1\328.html#5446::dup,Todd Houston Jr,clarkmelissa@example.org,(402)869-8014,Simpson-Jones,Front- end Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2599.html#22560::dup,Tyler Sanchez II,williamslisa@example.net,650-519-3545x03698,"Lee, Parsons and Lee",Software Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\844.html#17605::dup,"Hicks, Pamela",chambersashley@example.net,(971)382-6533,Mclaughlin-Weeks,Teacher
